,,,,,,,,,,,,,,,,
,Address,Type,Non brand clicks (3mnt),Sessions (3mnth),Sessions (6mnth),# links (desc),# links (faq),SKUs,score (traffic averages),priority score,Status,Current Intro,Intro (NEW),LEN (new),BATCH,Status
200,https://www.thegoodguys.com.au/xbox/gaming/gaming-accessories,B2,13,44,100,0,0,12,11,11,200,,"Level up your setup with Xbox accessories and controllers offering responsive input, wireless freedom and immersive audio for every session. Explore Xbox headsets, game pass options and colourful controllers at The Good Guys to sharpen gameplay and streamline your gaming space.",278,Batch 3,Not Started
200,https://www.thegoodguys.com.au/tcl/televisions/all-tvs/tvs-75-inch-to-84-inch,B3,27,24,106,0,0,5,11,11,200,,"Stay immersed in blockbuster detail with TCL 75–84 inch TVs, combining 4K Ultra HD clarity, QLED and Mini LED options, and smart Google TV streaming. Discover big-screen home cinema upgrades at The Good Guys with energy-efficient models and advanced contrast control.",267,Batch 3,Not Started
200,https://www.thegoodguys.com.au/asko/cooking-and-dishwashers/dishwashers/built-in-dishwashers,B3,20,32,106,0,0,10,11,11,200,,"Save time with ASKO built-in dishwashers offering powerful spray systems, multiple wash programs and ultra-quiet operation. Find integrated designs, stainless steel tubs and efficiency-focused models at The Good Guys for seamless kitchen clean-up.",247,Batch 3,Not Started
200,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners/carpet-cleaners-and-steam-mops/hard-floor-cleaners,B3,24,40,80,0,0,5,11,11,200,,"Keep floors spotless with Bissell hard floor cleaners from The Good Guys, combining powerful suction, scrubbing, and quick-drying performance. Save time with versatile models that wash and vacuum in one step for cleaner sealed hard floors.",239,Batch 3,Not Started
200,https://www.thegoodguys.com.au/hisense/cooking-and-dishwashers/microwaves/microwave-ovens,B3,44,28,53,0,0,5,11,11,200,,"Heat meals evenly with Hisense Microwave Ovens offering inverter power, multiple auto-cook settings, and compact to large capacities. Find practical countertop options at The Good Guys to reheat, defrost, and grill dishes with precise control for everyday cooking.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/smeg/small-kitchen-appliances/mixers-and-food-processors/stand-mixers,B3,,,213,0,0,1,11,11,200,,"Save time with Smeg stand mixers from The Good Guys, built for smooth whipping, kneading and blending. Get consistent power, generous bowl capacity and retro 50s styling that suits compact kitchens while supporting everything from baking prep to everyday cooking.",263,Batch 3,Not Started
200,https://www.thegoodguys.com.au/panasonic/audio/headphones,B2,20,32,100,0,0,2,11,11,200,,"Stay immersed in your music with Panasonic headphones that offer clear audio, wireless freedom, and smart noise cancelling. Explore in-ear and over-ear Panasonic options at The Good Guys for comfortable listening on commutes, workouts, and daily use.",250,Batch 3,Not Started
200,https://www.thegoodguys.com.au/beurer/health-and-grooming/health-and-fitness/tens-machines,B3,11,36,113,0,0,14,11,11,200,,"Support targeted pain relief with Beurer TENS machines from The Good Guys, combining adjustable intensity, EMS training options and soothing heat. Find compact, battery-powered devices and accessories designed for convenient home therapy and focused muscle recovery.",266,Batch 3,Not Started
200,https://www.thegoodguys.com.au/breville/heating-and-cooling/coolers,B2,7,57,80,0,0,3,11,11,200,,"Stay cool with Breville fans and coolers from The Good Guys, combining quiet airflow, oscillation, and multi-directional circulation for effective comfort. Save time with easy controls, app connectivity, and compact designs suited to desks, floors, and whole-room cooling.",272,Batch 3,Not Started
200,https://www.thegoodguys.com.au/russell-hobbs/laundry/ironing/steam-stations-and-garment-steamers,B3,15,44,86,0,0,4,11,11,200,,"Refresh outfits fast with Russell Hobbs steam stations and garment steamers from The Good Guys, combining powerful steam output and rapid heat-up for smooth results. Save time with handheld and 2-in-1 designs ideal for efficient de-creasing and garment care at home.",266,Batch 3,Not Started
200,https://www.thegoodguys.com.au/chiq/fridges-and-freezers/refrigerators/bottom-mount-fridges,B3,25,20,106,0,0,2,11,11,200,,"Keep groceries organised with CHiQ bottom mount fridges, offering flexible shelving, family-sized capacity and efficient cooling performance. Explore practical storage, reversible doors and space-saving designs at The Good Guys for everyday kitchen convenience.",261,Batch 3,Not Started
200,https://www.thegoodguys.com.au/monster/televisions/tv-cables-and-accessories/tv-cables,B3,11,49,80,0,0,7,11,11,200,,"Upgrade your home entertainment with Monster TV cables from The Good Guys, delivering clear signals and stable audio-visual performance. Reduce lag, support 4K and 8K content, and connect devices with coaxial, HDMI, and optical options tailored to your setup.",259,Batch 3,Not Started
200,https://www.thegoodguys.com.au/one-for-all/televisions/wall-mounts-and-stands,B2,20,20,113,0,0,21,10,10,200,,"Upgrade your viewing with One For All wall mounts and stands from The Good Guys, offering sturdy support, tilt and swivel adjustment, and slim profiles. Create a tidy setup for TVs and soundbars while maximising space and optimal screen positioning.",249,Batch 3,Not Started
200,https://www.thegoodguys.com.au/hisense/televisions/all-tvs/tvs-85-inch-and-above,B3,24,28,86,0,0,7,10,10,200,,"Stay immersed in blockbuster-sized detail with Hisense 85 Inch & Above TVs, offering 4K Ultra HD clarity, Mini LED and QLED panels, plus smart streaming. Discover big-screen gaming and movie performance at The Good Guys with advanced upscaling and energy-efficient models.",272,Batch 3,Not Started
200,https://www.thegoodguys.com.au/panzer-glass/phones-and-wearables/phone-accessories/screen-protectors,B3,5,49,86,0,0,30,10,10,200,,"Protect your phone with Panzer Glass screen protectors and cases that guard against scratches, drops and everyday wear. Find options for iPhone, Samsung Galaxy and more at The Good Guys, with ultra-wide fit, camera lens coverage and MagSafe-ready designs.",255,Batch 3,Not Started
200,https://www.thegoodguys.com.au/xbox/gaming,B1,0,57,80,0,0,15,10,10,200,,"Level up every session with Xbox gaming consoles, Game Pass, controllers and headsets tuned for smooth 4K visuals, fast load times and clear chat. Discover Xbox gear at The Good Guys to expand storage, sharpen multiplayer performance and tailor your setup to every game.",270,Batch 3,Not Started
200,https://www.thegoodguys.com.au/franke/cooking-and-dishwashers/sinks-and-taps/kitchen-sink-accessories,B3,7,44,86,0,0,3,10,10,200,,"Protect your kitchen surfaces with Franke kitchen sink accessories from The Good Guys, designed for stainless steel care and efficient cleaning. Save time with roll-up mats, sink cleaners and high-flow cartridges that support hygiene, drainage and everyday kitchen tasks.",271,Batch 3,Not Started
200,https://www.thegoodguys.com.au/belkin/phones-and-wearables/phone-accessories/power-banks,B3,,,186,0,0,3,10,10,200,,"Stay powered up with Belkin power banks offering fast charging, generous capacity, and multiple ports for phones and tablets. Discover compact, travel-ready Belkin portable chargers at The Good Guys to keep your devices running at work, on the go, or in emergencies.",266,Batch 3,Not Started
200,https://www.thegoodguys.com.au/finish/cooking-and-dishwashers/dishwashers/dishwasher-accessories,B3,3,36,106,0,0,2,10,10,200,,"Keep dishes spotless with dishwasher accessories that boost cleaning power, protect glassware, and support efficient wash cycles. Find tablet packs, filters, and more at The Good Guys to enhance performance and keep your dishwasher running at its best.",252,Batch 3,Not Started
200,https://www.thegoodguys.com.au/zagg/phones-and-wearables/phone-accessories/screen-protectors,B3,19,36,66,0,0,25,10,10,200,,"Protect your screen with ZAGG screen protectors offering impact resistance, scratch defense, and clear viewing for the latest iPhone and Samsung models. Discover options at The Good Guys that support touch sensitivity and case-friendly coverage for everyday mobile protection.",276,Batch 3,Not Started
200,https://www.thegoodguys.com.au/hisense/fridges-and-freezers/refrigerators/wine-fridges,B3,13,32,86,0,0,1,9,9,200,,"Protect your collection with Hisense wine cabinets that maintain stable temperatures, humidity, and UV protection for optimal cellaring. Explore space-efficient bottle storage and digital controls at The Good Guys for organised, accessible wine serving.",253,Batch 3,Not Started
200,https://www.thegoodguys.com.au/tp-link/smart-home/connected-home/smart-lighting,B3,12,32,86,0,0,5,9,9,200,,"Stay in control with TP-Link smart lighting from The Good Guys, bringing app-based dimming, colour tuning, and voice assistant compatibility to your home. Save time with easy setup, energy-efficient LEDs, and flexible strips or downlights for tailored ambience in every room.",275,Batch 3,Not Started
200,https://www.thegoodguys.com.au/nintendo/gaming/gaming-accessories/chargers-and-gaming-accessories,B3,11,36,80,0,0,2,9,9,200,,"Power up your play with Nintendo chargers and gaming accessories that keep your Switch ready for action. Shop The Good Guys for fast-charging power, durable cases, and storage expansion so you can game longer, stay organised, and protect your console on the go.",261,Batch 3,Not Started
200,https://www.thegoodguys.com.au/tp-link/smart-home,B1,10,24,106,0,0,30,9,9,200,,"Stay connected with TP-LINK smart home solutions offering app-controlled lighting, energy monitoring plugs, and advanced security cameras. Discover streamlined automation and voice assistant compatibility at The Good Guys for safer, more efficient everyday living.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/westinghouse/heating-and-cooling/air-conditioners/split-system-air-conditioners,B3,2,40,93,0,0,5,9,9,200,,"Stay comfortable year-round with Westinghouse Split System Air Conditioners delivering efficient heating and cooling for different room sizes. Explore quiet operation, reverse-cycle performance and energy-conscious options at The Good Guys for tailored climate control.",269,Batch 3,Not Started
200,https://www.thegoodguys.com.au/philips/small-kitchen-appliances/specialty-appliances/kitchen-appliance-accessories,B3,12,24,100,0,0,2,9,9,200,,"Save time with Philips kitchen appliance accessories that expand what you can do in the kitchen. Upgrade your Philips Airfryer with baking and double-layer kits from The Good Guys for added capacity, better airflow, and consistent cooking results.",247,Batch 3,Not Started
200,https://www.thegoodguys.com.au/hisense/televisions/projectors,B2,12,32,80,0,0,3,9,9,200,,"Stay immersed in big-screen detail with Hisense Projectors, bringing 4K Ultra HD clarity, TriChroma laser brightness and flexible throw options for home cinema setups. Discover smart projection solutions at The Good Guys for sharp visuals, rich colour and versatile viewing spaces.",281,Batch 3,Not Started
200,https://www.thegoodguys.com.au/karcher/vacuums-and-cleaners/vacuum-and-cleaning-accessories,B2,19,32,60,0,0,15,9,9,200,,"Keep floors and surfaces spotless with Karcher vacuum and cleaning accessories offering targeted stain removers, durable filter bags and efficient cloths. Explore specialist attachments and detergents at The Good Guys to maintain strong suction, manage pet odours and streamline everyday cleaning.",297,Batch 3,Not Started
200,https://www.thegoodguys.com.au/ewt/heating-and-cooling/heaters,B2,18,20,86,0,0,3,9,9,200,,"Stay warm with EWT heaters from The Good Guys, offering efficient electric heating for small to medium rooms. Choose from compact ceramic, oil column, and electric fireplace options with adjustable controls to tailor comfort and power use to your space.",253,Batch 3,Not Started
200,https://www.thegoodguys.com.au/msi/computers-tablets-and-gaming/desktop-and-laptop,B2,9,40,66,0,0,5,9,9,200,,"Boost productivity with MSI desktop computers and laptops from The Good Guys, offering fast processors, ample SSD storage, and sharp displays. Stay focused with lightweight designs, gaming-ready graphics, and performance tuned for work, study, and play.",253,Batch 3,Not Started
