batch,url,page_type,priority,copy,chars,Flag
Batch 2,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machine-accessories,B3,201,"Optimise every brew with Breville coffee machine accessories from The Good Guys, designed for precise dosing, effective cleaning, and consistent water quality. Maintain crema, protect internal components, and streamline your coffee.",232,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/shark/vacuums-and-cleaners,B1,201,"Stay ahead of everyday mess with Shark vacuums and cleaners delivering strong suction, pet hair pickup, and cordless convenience. Explore stick, upright, handheld and steam options at The Good Guys for deep cleaning on carpets, hard.",233,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/sony/audio/headphones,B2,199,"Stay immersed with Sony Headphones from The Good Guys, offering clear audio, active noise cancelling and long battery life for travel, work or study. Discover wireless, wired and in-ear options tailored for comfort, portability.",228,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/shark/health-and-grooming/hair-styling/hair-stylers,B3,194,"Style and dry your hair faster with Shark hair stylers from The Good Guys, offering multi-styling tools with powerful airflow and precise temperature control. Create smooth, voluminous, or defined looks while helping protect hair from heat damage.",247,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/kenwood/small-kitchen-appliances/mixers-and-food-processors/mixer-and-blender-accessories,B3,184,"Create versatile dishes with Kenwood mixer & blender accessories from The Good Guys, including pasta rollers, grinders, spiralizers and food processor bowls. Save time with durable, easy‑fit attachments that expand your stand mixer’s.",234,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/hisense/heating-and-cooling/air-conditioners,B2,181,"Stay comfortable with Hisense air conditioners offering powerful reverse cycle performance, precise temperature control and quiet operation. Discover energy-efficient split systems at The Good Guys that deliver effective cooling.",229,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/xbox/gaming/gaming-accessories/gaming-controllers,B3,181,"Stay in control with Xbox gaming controllers that deliver precise input, wireless freedom, and responsive triggers for every session. Explore colour options and Series X/S compatibility at The Good Guys to streamline your setup.",228,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/philips/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machines,B3,178,"Wake up to barista-style coffee with Philips automatic machines, delivering consistent pressure, rich crema and one-touch milk frothing. Explore LatteGo models at The Good Guys for easy cleaning, custom strength settings and multiple.",234,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/reolink/smart-home/home-security/security-cameras,B3,173,"Stay secure with Reolink security cameras from The Good Guys, offering sharp 2K and 4K resolution, night vision and smart motion alerts. Monitor indoors and outdoors with wired and wireless options, NVR kits, solar panels.",222,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/tefal/small-kitchen-appliances/benchtop-cooking/air-fryers,B3,169,"Save time with Tefal air fryers from The Good Guys, delivering fast, crispy results with little to no oil using ActiFry paddle technology. Discover compact to XXL capacities, powerful heating and dual-zone models for weeknight cooking.",235,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/ffalcon/televisions,B1,160,"Upgrade movie nights with FFALCON Televisions from The Good Guys, offering 4K Ultra HD clarity, LED screens and smart Google TV. Stay entertained with sizes from 32 to 75 inches, low energy use and simple streaming access for every room.",237,clone:first5_words_x2
Batch 2,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/cooktops/induction-cooktops,B3,159,"Bosch induction cooktops use FlexInduction zones and PerfectFry temperature sensor technology across 60cm and 90cm ceramic glass surfaces. Find Bosch induction cooktops at The Good Guys in 4, 5 and 6-zone formats with PowerBoost and ChildLock.",243,fixed:2026-03-19
Batch 2,https://www.thegoodguys.com.au/bose/audio/headphones,B2,158,"Stay focused with Bose Headphones that deliver powerful sound, adaptive noise cancelling and wireless freedom for travel, work or study. Discover in-ear and over-ear Bose options at The Good Guys for clear calls, long battery life.",231,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/hisense/fridges-and-freezers/refrigerators/bar-fridges,B3,157,"Keep drinks close at hand with Hisense bar fridges from The Good Guys, offering compact storage, adjustable shelving and efficient cooling. Stay organised with dedicated compartments and stylish finishes that fit neatly.",220,clone:first5_words_x2
Batch 2,https://www.thegoodguys.com.au/apple/computers-tablets-and-gaming/ipad-and-tablets,B2,155,"Power your day with Apple iPad & Tablets from The Good Guys, combining fast chips, vivid displays and long battery life. Stream, sketch or work on the go with options across sizes, storage and accessories to match study, creativity and entertainment.",250,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/solt/laundry/washing-machines,B2,31,"Protect your clothing with Solt Washing Machines from The Good Guys, offering efficient cleaning, anti-tangle technology, and water-saving performance. Choose compact to large capacities with multiple wash programs and quiet operation.",235,clone:first5_words_x4 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/benchtop-cooking/air-fryers,B3,152,"Crisp your favourites with Sunbeam air fryers from The Good Guys, combining rapid hot air cooking, generous capacities and adjustable settings. Save time with versatile models offering bake, roast and steam functions while reducing.",232,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/ring/smart-home/home-security/video-doorbells,B3,150,"Strengthen home security with Ring Video Doorbells from The Good Guys, offering HD video, motion alerts and two-way talk. Stay connected to your front door with wired and battery options suited to different entrances and installation needs.",240,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/benchtop-cooking/air-fryers,B3,149,"Save time with Breville air fryers from The Good Guys, combining powerful heating, versatile cooking modes and generous capacity for family meals. Crisp, roast and bake with even airflow, adjustable temperatures and precise timers.",231,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/ninja/small-kitchen-appliances/specialty-appliances/dessert-machines,B3,147,"Create rich frozen desserts with Ninja dessert machines from The Good Guys, turning simple ingredients into ice cream, gelato, slushies and more. Save time with powerful motors, multiple preset modes and easy-clean parts.",221,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/westinghouse/cooking-and-dishwashers/rangehoods,B2,24,"Protect your kitchen air with Westinghouse rangehoods, combining strong extraction, multi-speed settings and easy-clean filters. Explore a range of sizes and styles at The Good Guys to match your cooktop, support ducted.",220,clone:first5_words_x4 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/eufy/vacuums-and-cleaners/vacuum-cleaners/robot-vacuums,B3,146,"Streamline cleaning with eufy robot vacuums from The Good Guys, offering strong suction, smart mapping and low-noise operation. Save time with options like robot vacuum and mop combos, self-emptying dustbins and models suited.",226,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/olimpia-splendid/heating-and-cooling/air-conditioners,B2,141,"Stay cool with Olimpia Splendid air conditioners from The Good Guys, delivering portable climate control for apartments, rentals, and flexible spaces. Save time with easy setup, Wi-Fi connectivity on select models, and efficient.",229,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/schweigen/cooking-and-dishwashers/rangehoods,B2,140,"Stay comfortable in the kitchen with Schweigen rangehoods from The Good Guys, offering powerful extraction, quieter motors and multiple widths to suit your cooktop. Reduce smoke, steam and odours while choosing between undermount,.",231,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/russell-hobbs/small-kitchen-appliances/toasters-and-kettles,B2,139,"Stay comfortable with Russell Hobbs toasters and kettles that offer fast boiling, even toasting, and versatile capacities. Discover energy-efficient, multi-slice toasters, quiet kettles, and hot water urns at The Good Guys.",223,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/specialty-appliances/bread-makers,B3,135,"Create bakery-style loaves at home with Breville Bread Makers offering custom crust settings, multiple loaf sizes and automated kneading. Find programmable bread makers at The Good Guys to streamline baking and achieve consistent results every time.",249,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/delonghi/heating-and-cooling/heaters,B2,135,"Stay warm with DeLonghi heaters from The Good Guys, offering fast room heating, adjustable thermostats, and quiet operation. Choose from oil column, ceramic, panel, and convection models to match your space, cut drafts, and help.",229,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/franke/cooking-and-dishwashers/sinks-and-taps/kitchen-sinks,B3,134,"Upgrade meal prep with Franke kitchen sinks offering durable stainless steel construction, spacious double and single bowl layouts, and stylish colour options. Find undermount and inset designs at The Good Guys to streamline cleaning,.",235,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/nutribullet/small-kitchen-appliances/mixers-and-food-processors/mixer-and-blender-accessories,B3,131,"Boost your meal prep with NutriBullet mixer and blender accessories from The Good Guys, designed for smoother blends and convenient storage. Upgrade cups, lids and prep kits to streamline smoothies, baby food and daily snacks.",226,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/braun/small-kitchen-appliances/mixers-and-food-processors/stick-mixers,B3,131,"Save time with Braun stick mixers from The Good Guys, built for fast blending, chopping and pureeing. Power through sauces, smoothies and meal prep with strong motors, variable speeds and versatile attachments designed to handle.",229,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/eufy/vacuums-and-cleaners/vacuum-and-cleaning-accessories,B2,129,"Keep floors spotless with eufy vacuum and cleaning accessories offering replacement dust bags, filters, and mop pads for consistent suction and hygiene. Explore compatible parts at The Good Guys to maintain robot performance, extend.",233,entity:no_named_tech_in_S1
Batch 2,https://www.thegoodguys.com.au/miele/vacuums-and-cleaners/vacuum-cleaners/pet-vacuums,B3,127,"Tackle pet hair and deep dust with Miele Pet Vacuums from The Good Guys, built for strong suction and thorough filtration. Keep carpets, hard floors, and upholstery cleaner with bagged and bagless options designed for powerful.",227,entity:no_named_tech_in_S1
